From,To,From_FIPS,To_FIPS
19,35,6041,6073
19,36,6041,6075
19,38,6041,6079
19,39,6041,6081
19,41,6041,6085
19,42,6041,6087
19,45,6041,6095
19,46,6041,6097
19,52,6041,6111
20,23,6043,6049
20,25,6043,6053
20,31,6043,6065
20,32,6043,6067
20,45,6043,6095
20,51,6043,6109
21,22,6045,6047
21,23,6045,6049
21,34,6045,6071
21,37,6045,6077
21,43,6045,6089
21,44,6045,6093
21,47,6045,6099
21,48,6045,6103
21,49,6045,6105
21,50,6045,6107
21,54,6045,6115
22,25,6047,6053
22,31,6047,6065
22,34,6047,6071
22,37,6047,6077
22,47,6047,6099
22,48,6047,6103
22,50,6047,6107
22,54,6047,6115
23,25,6049,6053
23,31,6049,6065
23,34,6049,6071
23,37,6049,6077
23,44,6049,6093
23,47,6049,6099
23,49,6049,6105
23,50,6049,6107
24,27,6051,6057
24,28,6051,6059
24,29,6051,6061
24,30,6051,6063
24,33,6051,6069
24,39,6051,6081
24,41,6051,6085
24,46,6051,6097
24,52,6051,6111
25,26,6053,6055
25,31,6053,6065
25,32,6053,6067
25,34,6053,6071
25,35,6053,6073
25,37,6053,6077
25,40,6053,6083
25,42,6053,6087
25,44,6053,6093
25,45,6053,6095
25,47,6053,6099
25,50,6053,6107
25,51,6053,6109
25,52,6053,6111
25,53,6053,6113
25,54,6053,6115
26,28,6055,6059
26,31,6055,6065
26,32,6055,6067
26,35,6055,6073
26,36,6055,6075
26,38,6055,6079
26,39,6055,6081
26,40,6055,6083
26,41,6055,6085
26,42,6055,6087
26,45,6055,6095
26,46,6055,6097
26,51,6055,6109
26,52,6055,6111
26,53,6055,6113
27,28,6057,6059
27,29,6057,6061
27,30,6057,6063
27,39,6057,6081
27,46,6057,6097
27,51,6057,6109
27,52,6057,6111
28,29,6059,6061
28,32,6059,6067
28,35,6059,6073
28,36,6059,6075
28,38,6059,6079
28,39,6059,6081
28,40,6059,6083
28,41,6059,6085
28,42,6059,6087
28,45,6059,6095
28,46,6059,6097
28,51,6059,6109
28,52,6059,6111
28,53,6059,6113
29,30,6061,6063
29,38,6061,6079
29,39,6061,6081
29,41,6061,6085
29,46,6061,6097
29,52,6061,6111
30,51,6063,6109
31,32,6065,6067
31,33,6065,6069
31,34,6065,6071
31,35,6065,6073
31,37,6065,6077
31,40,6065,6083
31,42,6065,6087
31,45,6065,6095
31,47,6065,6099
31,50,6065,6107
31,51,6065,6109
31,52,6065,6111
31,53,6065,6113
31,54,6065,6115
32,33,6067,6069
32,34,6067,6071
32,35,6067,6073
32,37,6067,6077
32,38,6067,6079
32,40,6067,6083
32,41,6067,6085
32,42,6067,6087
32,43,6067,6089
32,44,6067,6093
32,45,6067,6095
32,46,6067,6097
32,47,6067,6099
32,51,6067,6109
32,52,6067,6111
32,53,6067,6113
33,45,6069,6095
33,52,6069,6111
34,37,6071,6077
34,40,6071,6083
34,45,6071,6095
34,47,6071,6099
34,50,6071,6107
34,53,6071,6113
34,54,6071,6115
35,36,6073,6075
35,38,6073,6079
35,39,6073,6081
35,40,6073,6083
35,41,6073,6085
35,42,6073,6087
35,45,6073,6095
35,46,6073,6097
35,51,6073,6109
35,52,6073,6111
35,53,6073,6113
36,38,6075,6079
36,39,6075,6081
36,40,6075,6083
36,41,6075,6085
36,42,6075,6087
36,45,6075,6095
36,46,6075,6097
36,52,6075,6111
36,53,6075,6113
37,44,6077,6093
37,47,6077,6099
37,48,6077,6103
37,50,6077,6107
37,54,6077,6115
38,39,6079,6081
38,40,6079,6083
38,41,6079,6085
38,42,6079,6087
38,45,6079,6095
38,46,6079,6097
38,51,6079,6109
38,52,6079,6111
38,53,6079,6113
39,41,6081,6085
39,42,6081,6087
39,45,6081,6095
39,46,6081,6097
39,52,6081,6111
40,41,6083,6085
40,42,6083,6087
40,45,6083,6095
40,46,6083,6097
40,51,6083,6109
40,52,6083,6111
40,53,6083,6113
41,42,6085,6087
41,45,6085,6095
41,46,6085,6097
41,52,6085,6111
41,53,6085,6113
42,45,6087,6095
42,46,6087,6097
42,51,6087,6109
42,52,6087,6111
42,53,6087,6113
43,44,6089,6093
43,51,6089,6109
44,47,6093,6099
44,48,6093,6103
44,49,6093,6105
44,50,6093,6107
44,51,6093,6109
45,46,6095,6097
45,51,6095,6109
45,52,6095,6111
45,53,6095,6113
46,51,6097,6109
46,52,6097,6111
46,53,6097,6113
47,48,6099,6103
47,50,6099,6107
47,54,6099,6115
48,49,6103,6105
48,50,6103,6107
48,54,6103,6115
50,54,6107,6115
51,52,6109,6111
52,53,6111,6113
