From,To,From_FIPS,To_FIPS
23,33,42049,42073
23,34,42049,42075
23,35,42049,42077
23,36,42049,42079
23,37,42049,42081
23,38,42049,42083
23,39,42049,42085
23,45,42049,42097
23,48,42049,42107
24,27,42051,42059
24,28,42051,42061
24,30,42051,42065
24,33,42051,42073
24,34,42051,42075
24,36,42051,42079
24,37,42051,42081
24,38,42051,42083
24,39,42051,42085
24,40,42051,42087
24,45,42051,42097
24,47,42051,42105
24,48,42051,42107
24,49,42051,42111
24,53,42051,42121
25,28,42055,42061
25,30,42055,42065
25,31,42055,42069
25,33,42055,42073
25,34,42055,42075
25,36,42055,42079
25,37,42055,42081
25,44,42055,42095
25,47,42055,42105
25,48,42055,42107
25,51,42055,42117
25,54,42055,42123
25,56,42055,42127
25,59,42055,42133
26,30,42057,42065
26,47,42057,42105
26,48,42057,42107
26,50,42057,42115
26,51,42057,42117
26,53,42057,42121
26,54,42057,42123
27,28,42059,42061
27,29,42059,42063
27,30,42059,42065
27,33,42059,42073
27,37,42059,42081
27,38,42059,42083
27,39,42059,42085
27,43,42059,42093
27,45,42059,42097
27,48,42059,42107
27,49,42059,42111
27,51,42059,42117
27,52,42059,42119
27,53,42059,42121
28,29,42061,42063
28,30,42061,42065
28,31,42061,42069
28,33,42061,42073
28,34,42061,42075
28,36,42061,42079
28,37,42061,42081
28,38,42061,42083
28,39,42061,42085
28,45,42061,42097
28,47,42061,42105
28,48,42061,42107
28,49,42061,42111
28,51,42061,42117
28,53,42061,42121
28,54,42061,42123
28,56,42061,42127
29,32,42063,42071
29,45,42063,42097
29,49,42063,42111
29,52,42063,42119
30,33,42065,42073
30,37,42065,42081
30,38,42065,42083
30,39,42065,42085
30,40,42065,42087
30,45,42065,42097
30,47,42065,42105
30,48,42065,42107
30,49,42065,42111
30,51,42065,42117
30,53,42065,42121
30,54,42065,42123
31,32,42069,42071
31,33,42069,42073
31,34,42069,42075
31,35,42069,42077
31,36,42069,42079
31,37,42069,42081
31,39,42069,42085
31,43,42069,42093
31,48,42069,42107
31,59,42069,42133
32,34,42071,42075
32,35,42071,42077
32,36,42071,42079
32,37,42071,42081
32,43,42071,42093
32,52,42071,42119
33,34,42073,42075
33,36,42073,42079
33,37,42073,42081
33,38,42073,42083
33,39,42073,42085
33,40,42073,42087
33,45,42073,42097
33,47,42073,42105
33,48,42073,42107
33,49,42073,42111
33,51,42073,42117
33,53,42073,42121
33,54,42073,42123
34,35,42075,42077
34,36,42075,42079
34,37,42075,42081
34,38,42075,42083
34,39,42075,42085
34,44,42075,42095
34,45,42075,42097
34,48,42075,42107
34,59,42075,42133
35,36,42077,42079
35,39,42077,42085
36,37,42079,42081
36,39,42079,42085
36,45,42079,42097
36,46,42079,42101
36,48,42079,42107
37,38,42081,42083
37,39,42081,42085
37,43,42081,42093
37,45,42081,42097
37,47,42081,42105
37,48,42081,42107
37,49,42081,42111
37,51,42081,42117
37,52,42081,42119
37,53,42081,42121
37,54,42081,42123
37,55,42081,42125
37,56,42081,42127
38,39,42083,42085
38,40,42083,42087
38,45,42083,42097
38,47,42083,42105
38,48,42083,42107
38,49,42083,42111
38,51,42083,42117
38,53,42083,42121
39,43,42085,42093
39,45,42085,42097
39,48,42085,42107
39,49,42085,42111
39,51,42085,42117
40,45,42087,42097
40,47,42087,42105
40,48,42087,42107
40,53,42087,42121
41,44,42089,42095
41,59,42089,42133
42,44,42091,42095
42,55,42091,42125
42,59,42091,42133
43,52,42093,42119
43,55,42093,42125
44,55,42095,42125
44,56,42095,42127
44,57,42095,42129
44,59,42095,42133
45,47,42097,42105
45,48,42097,42107
45,49,42097,42111
45,53,42097,42121
47,48,42105,42107
47,51,42105,42117
47,53,42105,42121
47,54,42105,42123
48,49,42107,42111
48,50,42107,42115
48,51,42107,42117
48,53,42107,42121
48,54,42107,42123
49,51,42111,42117
49,52,42111,42119
49,53,42111,42121
50,53,42115,42121
50,54,42115,42123
50,57,42115,42129
50,58,42115,42131
50,59,42115,42133
51,53,42117,42121
51,54,42117,42123
51,55,42117,42125
51,56,42117,42127
51,57,42117,42129
51,58,42117,42131
53,54,42121,42123
54,55,42123,42125
54,56,42123,42127
54,57,42123,42129
54,58,42123,42131
54,59,42123,42133
55,56,42125,42127
55,57,42125,42129
55,58,42125,42131
55,59,42125,42133
56,57,42127,42129
56,58,42127,42131
56,59,42127,42133
57,58,42129,42131
57,59,42129,42133
