ID,FIPS,State,County,Full,RISK_Covid19,CASES_Covid19,DEATH_Covid19,AOD_Satellite,TEMP_Satellite,RH_Satellite,HOSPI_Covid19,ICU_Covid19,ALL
43,1087,AL,Macon County,"Macon County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1089,AL,Madison County,"Madison County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1091,AL,Marengo County,"Marengo County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1093,AL,Marion County,"Marion County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1095,AL,Marshall County,"Marshall County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1097,AL,Mobile County,"Mobile County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1099,AL,Monroe County,"Monroe County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1101,AL,Montgomery County,"Montgomery County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1103,AL,Morgan County,"Morgan County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1105,AL,Perry County,"Perry County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1107,AL,Pickens County,"Pickens County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1109,AL,Pike County,"Pike County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1111,AL,Randolph County,"Randolph County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1113,AL,Russell County,"Russell County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1115,AL,St. Clair County,"St. Clair County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1117,AL,Shelby County,"Shelby County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1119,AL,Sumter County,"Sumter County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1121,AL,Talladega County,"Talladega County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1123,AL,Tallapoosa County,"Tallapoosa County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1125,AL,Tuscaloosa County,"Tuscaloosa County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1127,AL,Walker County,"Walker County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1129,AL,Washington County,"Washington County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1131,AL,Wilcox County,"Wilcox County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1133,AL,Winston County,"Winston County, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2013,AK,Aleutians East Borough,"Aleutians East Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2016,AK,Aleutians West Census Area,"Aleutians West Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2020,AK,Anchorage Municipality,"Anchorage Municipality, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2050,AK,Bethel Census Area,"Bethel Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2060,AK,Bristol Bay Borough,"Bristol Bay Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2068,AK,Denali Borough,"Denali Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2070,AK,Dillingham Census Area,"Dillingham Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2090,AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2100,AK,Haines Borough,"Haines Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2105,AK,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2110,AK,Juneau City and Borough,"Juneau City and Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2122,AK,Kenai Peninsula Borough,"Kenai Peninsula Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2130,AK,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2150,AK,Kodiak Island Borough,"Kodiak Island Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2164,AK,Lake and Peninsula Borough,"Lake and Peninsula Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2170,AK,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2180,AK,Nome Census Area,"Nome Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2185,AK,North Slope Borough,"North Slope Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2188,AK,Northwest Arctic Borough,"Northwest Arctic Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2195,AK,Petersburg Census Area,"Petersburg Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2198,AK,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2220,AK,Sitka City and Borough,"Sitka City and Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2230,AK,Skagway Municipality,"Skagway Municipality, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2240,AK,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2261,AK,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2270,AK,Wade Hampton Census Area,"Wade Hampton Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2275,AK,Wrangell City and Borough,"Wrangell City and Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2282,AK,Yakutat City and Borough,"Yakutat City and Borough, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2290,AK,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, AK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,4001,AZ,Apache County,"Apache County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,4003,AZ,Cochise County,"Cochise County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,4005,AZ,Coconino County,"Coconino County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,4007,AZ,Gila County,"Gila County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,4009,AZ,Graham County,"Graham County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,4011,AZ,Greenlee County,"Greenlee County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,4012,AZ,La Paz County,"La Paz County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,4013,AZ,Maricopa County,"Maricopa County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,4015,AZ,Mohave County,"Mohave County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,4017,AZ,Navajo County,"Navajo County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,4019,AZ,Pima County,"Pima County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,4021,AZ,Pinal County,"Pinal County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,4023,AZ,Santa Cruz County,"Santa Cruz County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,4025,AZ,Yavapai County,"Yavapai County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,4027,AZ,Yuma County,"Yuma County, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,5001,AR,Arkansas County,"Arkansas County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,5003,AR,Ashley County,"Ashley County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,5005,AR,Baxter County,"Baxter County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,5007,AR,Benton County,"Benton County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,5009,AR,Boone County,"Boone County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,5011,AR,Bradley County,"Bradley County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,5013,AR,Calhoun County,"Calhoun County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,5015,AR,Carroll County,"Carroll County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,5017,AR,Chicot County,"Chicot County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,5019,AR,Clark County,"Clark County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,5021,AR,Clay County,"Clay County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,5023,AR,Cleburne County,"Cleburne County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,5025,AR,Cleveland County,"Cleveland County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,5027,AR,Columbia County,"Columbia County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,5029,AR,Conway County,"Conway County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,5031,AR,Craighead County,"Craighead County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,5033,AR,Crawford County,"Crawford County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,5035,AR,Crittenden County,"Crittenden County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,5037,AR,Cross County,"Cross County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,5039,AR,Dallas County,"Dallas County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,5041,AR,Desha County,"Desha County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,5043,AR,Drew County,"Drew County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,5045,AR,Faulkner County,"Faulkner County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,5047,AR,Franklin County,"Franklin County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,5049,AR,Fulton County,"Fulton County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,5051,AR,Garland County,"Garland County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,5053,AR,Grant County,"Grant County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,5055,AR,Greene County,"Greene County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,5057,AR,Hempstead County,"Hempstead County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,5059,AR,Hot Spring County,"Hot Spring County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,5061,AR,Howard County,"Howard County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,5063,AR,Independence County,"Independence County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,5065,AR,Izard County,"Izard County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,5067,AR,Jackson County,"Jackson County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,5069,AR,Jefferson County,"Jefferson County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,5071,AR,Johnson County,"Johnson County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,5073,AR,Lafayette County,"Lafayette County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,5075,AR,Lawrence County,"Lawrence County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,5077,AR,Lee County,"Lee County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,5079,AR,Lincoln County,"Lincoln County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,5081,AR,Little River County,"Little River County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,5083,AR,Logan County,"Logan County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,5085,AR,Lonoke County,"Lonoke County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,5087,AR,Madison County,"Madison County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,5089,AR,Marion County,"Marion County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,5091,AR,Miller County,"Miller County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,5093,AR,Mississippi County,"Mississippi County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,5095,AR,Monroe County,"Monroe County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,5097,AR,Montgomery County,"Montgomery County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,5099,AR,Nevada County,"Nevada County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,5101,AR,Newton County,"Newton County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,5103,AR,Ouachita County,"Ouachita County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,5105,AR,Perry County,"Perry County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,5107,AR,Phillips County,"Phillips County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,5109,AR,Pike County,"Pike County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,5111,AR,Poinsett County,"Poinsett County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,5113,AR,Polk County,"Polk County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,5115,AR,Pope County,"Pope County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,5117,AR,Prairie County,"Prairie County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,5119,AR,Pulaski County,"Pulaski County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,5121,AR,Randolph County,"Randolph County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,5123,AR,St. Francis County,"St. Francis County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,5125,AR,Saline County,"Saline County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,5127,AR,Scott County,"Scott County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,5129,AR,Searcy County,"Searcy County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,5131,AR,Sebastian County,"Sebastian County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,5133,AR,Sevier County,"Sevier County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,5135,AR,Sharp County,"Sharp County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,5137,AR,Stone County,"Stone County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,5139,AR,Union County,"Union County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,5141,AR,Van Buren County,"Van Buren County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,5143,AR,Washington County,"Washington County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,5145,AR,White County,"White County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,5147,AR,Woodruff County,"Woodruff County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,5149,AR,Yell County,"Yell County, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,6001,CA,Alameda County,"Alameda County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,6003,CA,Alpine County,"Alpine County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,6005,CA,Amador County,"Amador County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,6007,CA,Butte County,"Butte County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,6009,CA,Calaveras County,"Calaveras County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,6011,CA,Colusa County,"Colusa County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,6013,CA,Contra Costa County,"Contra Costa County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,6015,CA,Del Norte County,"Del Norte County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,6017,CA,El Dorado County,"El Dorado County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,6019,CA,Fresno County,"Fresno County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,6021,CA,Glenn County,"Glenn County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,6023,CA,Humboldt County,"Humboldt County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,6025,CA,Imperial County,"Imperial County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,6027,CA,Inyo County,"Inyo County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,6029,CA,Kern County,"Kern County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,6031,CA,Kings County,"Kings County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,6033,CA,Lake County,"Lake County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,6035,CA,Lassen County,"Lassen County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,6037,CA,Los Angeles County,"Los Angeles County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,6039,CA,Madera County,"Madera County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,6041,CA,Marin County,"Marin County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,6043,CA,Mariposa County,"Mariposa County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,6045,CA,Mendocino County,"Mendocino County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,6047,CA,Merced County,"Merced County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,6049,CA,Modoc County,"Modoc County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,6051,CA,Mono County,"Mono County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,6053,CA,Monterey County,"Monterey County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,6055,CA,Napa County,"Napa County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,6057,CA,Nevada County,"Nevada County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,6059,CA,Orange County,"Orange County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,6061,CA,Placer County,"Placer County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,6063,CA,Plumas County,"Plumas County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,6065,CA,Riverside County,"Riverside County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,6067,CA,Sacramento County,"Sacramento County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,6069,CA,San Benito County,"San Benito County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,6071,CA,San Bernardino County,"San Bernardino County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,6073,CA,San Diego County,"San Diego County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,6075,CA,San Francisco County,"San Francisco County, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
