From,To,From_FIPS,To_FIPS
8,221,48017,48449
8,224,48017,48455
8,231,48017,48469
8,237,48017,48481
9,17,48019,48035
9,26,48019,48053
9,38,48019,48077
9,40,48019,48081
9,79,48019,48159
9,93,48019,48187
9,96,48019,48193
9,125,48019,48251
9,128,48019,48257
9,138,48019,48281
9,145,48019,48295
9,147,48019,48299
9,205,48019,48417
9,209,48019,48425
9,212,48019,48431
9,216,48019,48439
9,226,48019,48459
9,230,48019,48467
9,245,48019,48497
9,246,48019,48499
10,13,48021,48027
10,20,48021,48041
10,49,48021,48099
10,56,48021,48113
10,67,48021,48135
10,71,48021,48143
10,73,48021,48147
10,83,48021,48167
10,100,48021,48201
10,115,48021,48231
10,119,48021,48239
10,151,48021,48309
10,159,48021,48325
10,167,48021,48341
10,174,48021,48355
10,204,48021,48415
10,208,48021,48423
10,222,48021,48451
10,232,48021,48471
10,233,48021,48473
10,235,48021,48477
11,29,48023,48059
11,117,48023,48235
11,220,48023,48447
12,30,48025,48061
12,36,48025,48073
12,66,48025,48133
12,72,48025,48145
12,81,48025,48163
12,89,48025,48179
12,94,48025,48189
12,107,48025,48215
12,109,48025,48219
12,112,48025,48225
12,113,48025,48227
12,127,48025,48255
12,134,48025,48273
12,143,48025,48291
12,144,48025,48293
12,153,48025,48313
12,157,48025,48321
12,170,48025,48347
12,225,48025,48457
12,229,48025,48465
12,236,48025,48479
12,241,48025,48489
13,14,48027,48029
13,44,48027,48089
13,46,48027,48093
13,48,48027,48097
13,49,48027,48099
13,56,48027,48113
13,67,48027,48135
13,90,48027,48181
13,105,48027,48211
13,108,48027,48217
13,115,48027,48231
13,119,48027,48239
13,141,48027,48287
13,151,48027,48309
13,159,48027,48325
13,174,48027,48355
13,179,48027,48365
13,217,48027,48441
13,231,48027,48469
13,235,48027,48477
13,239,48027,48485
14,18,48029,48037
14,21,48029,48043
14,44,48029,48089
14,46,48029,48093
14,56,48029,48113
14,58,48029,48117
14,67,48029,48135
14,70,48029,48141
14,88,48029,48177
14,90,48029,48181
14,91,48029,48183
14,94,48029,48189
14,100,48029,48201
14,105,48029,48211
14,108,48029,48217
14,109,48029,48219
14,115,48029,48231
14,119,48029,48239
14,122,48029,48245
14,148,48029,48303
14,151,48029,48309
14,159,48029,48325
14,170,48029,48347
14,173,48029,48353
14,174,48029,48355
14,202,48029,48411
14,208,48029,48423
14,217,48029,48441
14,222,48029,48451
14,231,48029,48469
14,235,48029,48477
14,239,48029,48485
15,35,48031,48071
15,38,48031,48077
15,45,48031,48091
15,60,48031,48121
15,69,48031,48139
15,93,48031,48187
15,110,48031,48221
15,147,48031,48299
15,166,48031,48339
15,180,48031,48367
15,187,48031,48381
15,242,48031,48491
15,243,48031,48493
16,193,48033,48393
17,25,48035,48051
17,28,48035,48057
17,40,48035,48081
17,46,48035,48093
17,48,48035,48097
17,52,48035,48105
17,79,48035,48159
17,90,48035,48181
17,96,48035,48193
17,111,48035,48223
17,116,48035,48233
17,130,48035,48263
17,138,48035,48281
17,141,48035,48287
17,142,48035,48289
17,152,48035,48311
17,163,48035,48333
17,165,48035,48337
17,168,48035,48343
17,169,48035,48345
17,179,48035,48365
17,181,48035,48369
17,196,48035,48399
17,200,48035,48407
17,230,48035,48467
17,238,48035,48483
17,245,48035,48497
17,246,48035,48499
17,248,48035,48503
18,36,48037,48073
18,66,48037,48133
18,89,48037,48179
18,91,48037,48183
18,115,48037,48231
18,122,48037,48245
18,143,48037,48291
18,148,48037,48303
18,151,48037,48309
18,157,48037,48321
18,170,48037,48347
18,173,48037,48353
18,174,48037,48355
18,183,48037,48373
18,184,48037,48375
18,217,48037,48441
18,225,48037,48457
18,231,48037,48469
18,235,48037,48477
18,239,48037,48485
18,240,48037,48487
19,83,48039,48167
19,102,48039,48205
19,104,48039,48209
19,125,48039,48251
19,161,48039,48329
19,166,48039,48339
19,216,48039,48439
19,223,48039,48453
20,71,48041,48143
20,73,48041,48147
20,84,48041,48169
20,102,48041,48205
20,104,48041,48209
20,222,48041,48451
20,232,48041,48471
20,233,48041,48473
21,24,48043,48049
21,148,48043,48303
21,217,48043,48441
22,41,48045,48083
22,55,48045,48111
22,68,48045,48137
22,75,48045,48151
22,77,48045,48155
22,121,48045,48243
22,156,48045,48319
22,188,48045,48383
22,203,48045,48413
22,207,48045,48421
22,244,48045,48495
22,247,48045,48501
23,30,48047,48061
23,31,48047,48063
23,36,48047,48073
23,54,48047,48109
23,57,48047,48115
23,63,48047,48127
23,65,48047,48131
23,70,48047,48141
23,81,48047,48163
23,103,48047,48207
23,107,48047,48215
23,112,48047,48225
23,114,48047,48229
23,124,48047,48249
23,134,48047,48273
23,144,48047,48293
23,158,48047,48323
23,171,48047,48349
23,173,48047,48353
23,183,48047,48373
23,185,48047,48377
23,210,48047,48427
23,215,48047,48437
23,219,48047,48445
23,228,48047,48463
23,229,48047,48465
23,236,48047,48479
23,241,48047,48489
23,249,48047,48505
23,250,48047,48507
24,100,48049,48201
24,148,48049,48303
24,208,48049,48423
24,217,48049,48441
24,239,48049,48485
25,40,48051,48081
25,44,48051,48089
25,48,48051,48097
25,52,48051,48105
25,55,48051,48111
25,56,48051,48113
25,58,48051,48117
25,67,48051,48135
25,73,48051,48147
25,74,48051,48149
25,87,48051,48175
25,90,48051,48181
25,100,48051,48201
25,101,48051,48203
25,106,48051,48213
25,111,48051,48223
25,119,48051,48239
25,128,48051,48257
25,141,48051,48287
25,142,48051,48289
25,146,48051,48297
25,147,48051,48299
25,159,48051,48325
25,179,48051,48365
25,194,48051,48395
25,200,48051,48407
25,202,48051,48411
25,204,48051,48415
25,216,48051,48439
25,226,48051,48459
25,230,48051,48467
25,245,48051,48497
25,246,48051,48499
26,48,48053,48097
26,79,48053,48159
26,90,48053,48181
26,96,48053,48193
26,111,48053,48223
26,131,48053,48265
26,138,48053,48281
26,147,48053,48299
26,152,48053,48311
26,177,48053,48361
26,212,48053,48431
26,216,48053,48439
26,245,48053,48497
26,246,48053,48499
26,248,48053,48503
27,34,48055,48069
27,36,48055,48073
27,44,48055,48089
27,61,48055,48123
27,66,48055,48133
27,67,48055,48135
27,70,48055,48141
27,72,48055,48145
27,80,48055,48161
27,81,48055,48163
27,88,48055,48177
27,89,48055,48179
27,92,48055,48185
27,94,48055,48189
27,101,48055,48203
27,109,48055,48219
27,112,48055,48225
27,113,48055,48227
27,118,48055,48237
27,122,48055,48245
27,127,48055,48255
27,134,48055,48273
27,139,48055,48283
27,143,48055,48291
27,144,48055,48293
27,151,48055,48309
27,153,48055,48313
27,157,48055,48321
27,159,48055,48325
27,173,48055,48353
27,174,48055,48355
27,182,48055,48371
27,183,48055,48373
27,197,48055,48401
27,202,48055,48411
27,204,48055,48415
27,225,48055,48457
27,229,48055,48465
27,231,48055,48469
27,233,48055,48473
27,235,48055,48477
27,236,48055,48479
28,31,48057,48063
28,40,48057,48081
28,43,48057,48087
28,46,48057,48093
28,58,48057,48117
28,61,48057,48123
28,80,48057,48161
28,106,48057,48213
28,108,48057,48217
28,111,48057,48223
28,116,48057,48233
28,137,48057,48279
28,141,48057,48287
28,162,48057,48331
28,163,48057,48333
28,178,48057,48363
28,179,48057,48365
28,181,48057,48369
28,192,48057,48391
28,201,48057,48409
28,211,48057,48429
29,38,48059,48077
29,117,48059,48235
29,186,48059,48379
29,220,48059,48447
30,31,48061,48063
30,36,48061,48073
30,54,48061,48109
30,57,48061,48115
30,61,48061,48123
30,63,48061,48127
30,65,48061,48131
30,66,48061,48133
30,70,48061,48141
30,72,48061,48145
30,80,48061,48161
30,81,48061,48163
30,89,48061,48179
30,94,48061,48189
30,103,48061,48207
30,107,48061,48215
30,109,48061,48219
30,112,48061,48225
30,113,48061,48227
30,114,48061,48229
30,122,48061,48245
30,124,48061,48249
30,134,48061,48273
30,143,48061,48291
30,144,48061,48293
30,157,48061,48321
30,158,48061,48323
30,170,48061,48347
30,171,48061,48349
30,173,48061,48353
30,178,48061,48363
30,183,48061,48373
30,199,48061,48405
30,210,48061,48427
30,215,48061,48437
30,219,48061,48445
30,228,48061,48463
30,229,48061,48465
30,236,48061,48479
30,237,48061,48481
30,241,48061,48489
30,249,48061,48505
30,250,48061,48507
31,36,48063,48073
31,39,48063,48079
31,43,48063,48087
31,53,48063,48107
31,54,48063,48109
31,57,48063,48115
31,61,48063,48123
31,63,48063,48127
31,65,48063,48131
31,70,48063,48141
31,76,48063,48153
31,80,48063,48161
31,88,48063,48177
31,89,48063,48179
31,95,48063,48191
31,103,48063,48207
31,107,48063,48215
31,108,48063,48217
31,109,48063,48219
31,112,48063,48225
31,114,48063,48229
31,120,48063,48241
31,123,48063,48247
31,124,48063,48249
31,136,48063,48277
31,137,48063,48279
31,144,48063,48293
31,149,48063,48305
31,157,48063,48321
31,158,48063,48323
31,162,48063,48331
31,163,48063,48333
31,168,48063,48343
31,171,48063,48349
31,173,48063,48353
31,178,48063,48363
31,183,48063,48373
31,185,48063,48377
31,192,48063,48391
31,199,48063,48405
31,201,48063,48409
31,206,48063,48419
31,210,48063,48427
31,211,48063,48429
31,215,48063,48437
31,219,48063,48445
31,221,48063,48449
31,224,48063,48455
31,228,48063,48463
31,229,48063,48465
31,236,48063,48479
31,237,48063,48481
31,240,48063,48487
31,241,48063,48489
31,249,48063,48505
31,250,48063,48507
33,61,48067,48123
33,66,48067,48133
33,80,48067,48161
33,106,48067,48213
33,120,48067,48241
33,136,48067,48277
33,168,48067,48343
33,172,48067,48351
33,178,48067,48363
33,199,48067,48405
33,224,48067,48455
33,225,48067,48457
34,44,48069,48089
34,58,48069,48117
34,66,48069,48133
34,82,48069,48165
34,84,48069,48169
34,94,48069,48189
34,101,48069,48203
34,109,48069,48219
34,113,48069,48227
34,118,48069,48237
34,119,48069,48239
34,122,48069,48245
34,126,48069,48253
34,127,48069,48255
34,133,48069,48271
34,139,48069,48283
34,153,48069,48313
34,159,48069,48325
34,160,48069,48327
34,181,48069,48369
34,194,48069,48395
34,197,48069,48401
34,202,48069,48411
34,204,48069,48415
34,244,48069,48495
35,55,48071,48111
35,69,48071,48139
35,86,48071,48173
35,93,48071,48187
35,110,48071,48221
35,121,48071,48243
35,125,48071,48251
35,128,48071,48257
35,147,48071,48299
35,161,48071,48329
35,166,48071,48339
35,176,48071,48359
35,180,48071,48367
35,207,48071,48421
35,216,48071,48439
35,243,48071,48493
36,43,48073,48087
36,57,48073,48115
36,58,48073,48117
36,61,48073,48123
36,65,48073,48131
36,66,48073,48133
36,70,48073,48141
36,72,48073,48145
36,80,48073,48161
36,81,48073,48163
36,88,48073,48177
36,89,48073,48179
36,92,48073,48185
36,94,48073,48189
36,101,48073,48203
36,103,48073,48207
36,106,48073,48213
36,107,48073,48215
36,108,48073,48217
36,109,48073,48219
36,112,48073,48225
36,113,48073,48227
36,114,48073,48229
36,122,48073,48245
36,124,48073,48249
36,134,48073,48273
36,143,48073,48291
36,144,48073,48293
36,151,48073,48309
36,153,48073,48313
36,157,48073,48321
36,170,48073,48347
36,171,48073,48349
36,173,48073,48353
36,174,48073,48355
36,178,48073,48363
36,183,48073,48373
36,194,48073,48395
36,197,48073,48401
36,199,48073,48405
36,201,48073,48409
36,202,48073,48411
36,211,48073,48429
36,215,48073,48437
36,219,48073,48445
36,225,48073,48457
36,228,48073,48463
36,229,48073,48465
36,231,48073,48469
36,236,48073,48479
36,237,48073,48481
36,239,48073,48485
36,240,48073,48487
36,241,48073,48489
38,99,48077,48199
38,147,48077,48299
39,43,48079,48087
39,76,48079,48153
39,95,48079,48191
39,98,48079,48197
39,133,48079,48271
39,137,48079,48279
39,149,48079,48305
39,154,48079,48315
39,158,48079,48323
39,181,48079,48369
39,206,48079,48419
39,210,48079,48427
39,221,48079,48449
39,224,48079,48455
40,46,48081,48093
40,48,48081,48097
40,52,48081,48105
40,68,48081,48137
40,87,48081,48175
40,96,48081,48193
40,106,48081,48213
40,111,48081,48223
40,116,48081,48233
40,119,48081,48239
40,141,48081,48287
40,142,48081,48289
40,162,48081,48331
40,163,48081,48333
40,165,48081,48337
40,168,48081,48343
40,179,48081,48365
40,181,48081,48369
40,196,48081,48399
40,200,48081,48407
40,226,48081,48459
40,230,48081,48467
40,238,48081,48483
40,245,48081,48497
40,246,48081,48499
40,248,48081,48503
41,55,48083,48111
41,68,48083,48137
41,75,48083,48151
41,77,48083,48155
41,87,48083,48175
41,145,48083,48295
41,156,48083,48319
41,186,48083,48379
41,188,48083,48383
41,196,48083,48399
41,207,48083,48421
41,226,48083,48459
41,230,48083,48467
42,45,48085,48091
42,60,48085,48121
42,78,48085,48157
42,129,48085,48259
42,187,48085,48381
42,195,48085,48397
42,242,48085,48491
43,46,48087,48093
43,53,48087,48107
43,54,48087,48109
43,57,48087,48115
43,58,48087,48117
43,61,48087,48123
43,62,48087,48125
43,65,48087,48131
43,70,48087,48141
43,76,48087,48153
43,80,48087,48161
43,88,48087,48177
43,89,48087,48179
43,94,48087,48189
43,95,48087,48191
43,98,48087,48197
43,103,48087,48207
43,107,48087,48215
43,108,48087,48217
43,109,48087,48219
43,114,48087,48229
43,123,48087,48247
43,124,48087,48249
43,134,48087,48273
43,136,48087,48277
43,137,48087,48279
43,144,48087,48293
43,149,48087,48305
43,157,48087,48321
43,158,48087,48323
43,162,48087,48331
43,163,48087,48333
43,168,48087,48343
43,171,48087,48349
43,173,48087,48353
43,178,48087,48363
43,181,48087,48369
43,183,48087,48373
43,185,48087,48377
43,192,48087,48391
43,199,48087,48405
43,201,48087,48409
43,206,48087,48419
43,210,48087,48427
43,211,48087,48429
43,215,48087,48437
43,219,48087,48445
43,221,48087,48449
43,224,48087,48455
43,228,48087,48463
43,229,48087,48465
43,236,48087,48479
43,237,48087,48481
43,240,48087,48487
43,241,48087,48489
43,249,48087,48505
44,46,48089,48093
44,48,48089,48097
44,56,48089,48113
44,61,48089,48123
44,67,48089,48135
44,87,48089,48175
44,88,48089,48177
44,89,48089,48179
44,90,48089,48181
44,101,48089,48203
44,106,48089,48213
44,118,48089,48237
44,119,48089,48239
44,122,48089,48245
44,139,48089,48283
44,140,48089,48285
44,141,48089,48287
44,151,48089,48309
44,159,48089,48325
44,160,48089,48327
44,173,48089,48353
44,174,48089,48355
44,179,48089,48365
44,181,48089,48369
44,194,48089,48395
44,197,48089,48401
44,201,48089,48409
44,202,48089,48411
44,204,48089,48415
44,217,48089,48441
44,222,48089,48451
44,231,48089,48469
44,235,48089,48477
44,239,48089,48485
45,60,48091,48121
45,69,48091,48139
45,78,48091,48157
45,93,48091,48187
45,110,48091,48221
45,129,48091,48259
45,161,48091,48329
45,166,48091,48339
45,180,48091,48367
45,187,48091,48381
45,195,48091,48397
45,242,48091,48491
46,48,48093,48097
46,52,48093,48105
46,61,48093,48123
46,67,48093,48135
46,80,48093,48161
46,88,48093,48177
46,90,48093,48181
46,96,48093,48193
46,105,48093,48211
46,106,48093,48213
46,108,48093,48217
46,111,48093,48223
46,119,48093,48239
46,140,48093,48285
46,141,48093,48287
46,159,48093,48325
46,162,48093,48331
46,163,48093,48333
46,165,48093,48337
46,168,48093,48343
46,174,48093,48355
46,178,48093,48363
46,179,48093,48365
46,181,48093,48369
46,197,48093,48401
46,201,48093,48409
46,202,48093,48411
46,211,48093,48429
46,217,48093,48441
46,230,48093,48467
46,231,48093,48469
46,238,48093,48483
46,245,48093,48497
46,246,48093,48499
47,126,48095,48253
47,164,48095,48335
47,234,48095,48475
47,244,48095,48495
47,247,48095,48501
48,49,48097,48099
48,56,48097,48113
48,67,48097,48135
48,73,48097,48147
48,87,48097,48175
48,90,48097,48181
48,101,48097,48203
48,105,48097,48211
48,106,48097,48213
48,111,48097,48223
48,119,48097,48239
48,128,48097,48257
48,138,48097,48281
48,140,48097,48285
48,141,48097,48287
48,147,48097,48299
48,151,48097,48309
48,159,48097,48325
48,177,48097,48361
48,179,48097,48365
48,194,48097,48395
48,197,48097,48401
48,202,48097,48411
48,216,48097,48439
48,217,48097,48441
48,226,48097,48459
48,230,48097,48467
48,231,48097,48469
48,235,48097,48477
48,245,48097,48497
48,246,48097,48499
49,67,48099,48135
49,105,48099,48211
49,108,48099,48217
49,111,48099,48223
49,119,48099,48239
49,141,48099,48287
49,179,48099,48365
49,205,48099,48417
49,245,48099,48497
50,53,48101,48107
50,76,48101,48153
50,95,48101,48191
50,98,48101,48197
50,123,48101,48247
50,137,48101,48279
50,149,48101,48305
50,192,48101,48391
50,206,48101,48419
50,210,48101,48427
51,55,48103,48111
51,121,48103,48243
51,155,48103,48317
51,164,48103,48335
51,175,48103,48357
51,207,48103,48421
51,234,48103,48475
51,247,48103,48501
52,55,48105,48111
52,67,48105,48135
52,96,48105,48193
52,97,48105,48195
52,105,48105,48211
52,119,48105,48239
52,141,48105,48287
52,179,48105,48365
52,181,48105,48369
52,200,48105,48407
52,214,48105,48435
52,230,48105,48467
53,76,48107,48153
53,95,48107,48191
53,98,48107,48197
53,123,48107,48247
53,124,48107,48249
53,137,48107,48279
53,149,48107,48305
53,158,48107,48323
53,168,48107,48343
53,192,48107,48391
53,201,48107,48409
53,206,48107,48419
53,210,48107,48427
53,215,48107,48437
53,224,48107,48455
53,249,48107,48505
54,57,48109,48115
54,63,48109,48127
54,65,48109,48131
54,70,48109,48141
54,81,48109,48163
54,88,48109,48177
54,103,48109,48207
54,107,48109,48215
54,114,48109,48229
54,123,48109,48247
54,124,48109,48249
54,134,48109,48273
54,137,48109,48279
54,144,48109,48293
54,158,48109,48323
54,171,48109,48349
54,173,48109,48353
54,183,48109,48373
54,185,48109,48377
54,192,48109,48391
54,199,48109,48405
54,206,48109,48419
54,210,48109,48427
54,215,48109,48437
54,219,48109,48445
54,228,48109,48463
54,229,48109,48465
54,236,48109,48479
54,237,48109,48481
54,241,48109,48489
54,249,48109,48505
54,250,48109,48507
55,68,48111,48137
55,75,48111,48151
55,77,48111,48155
55,82,48111,48165
55,121,48111,48243
55,128,48111,48257
55,155,48111,48317
55,175,48111,48357
55,188,48111,48383
55,203,48111,48413
55,207,48111,48421
55,218,48111,48443
55,234,48111,48475
55,244,48111,48495
55,247,48111,48501
56,58,48113,48117
56,67,48113,48135
56,73,48113,48147
56,83,48113,48167
56,100,48113,48201
56,101,48113,48203
56,105,48113,48211
56,115,48113,48231
56,119,48113,48239
56,148,48113,48303
56,151,48113,48309
56,159,48113,48325
56,174,48113,48355
56,194,48113,48395
56,202,48113,48411
56,204,48113,48415
56,208,48113,48423
56,217,48113,48441
56,222,48113,48451
56,231,48113,48469
56,235,48113,48477
56,239,48113,48485
57,61,48115,48123
57,63,48115,48127
57,65,48115,48131
57,66,48115,48133
57,70,48115,48141
57,72,48115,48145
57,80,48115,48161
57,81,48115,48163
57,88,48115,48177
57,89,48115,48179
57,94,48115,48189
57,103,48115,48207
57,107,48115,48215
57,109,48115,48219
57,112,48115,48225
57,114,48115,48229
57,122,48115,48245
57,124,48115,48249
57,134,48115,48273
57,137,48115,48279
57,143,48115,48291
57,144,48115,48293
57,157,48115,48321
57,158,48115,48323
57,170,48115,48347
57,171,48115,48349
57,173,48115,48353
57,183,48115,48373
57,185,48115,48377
57,192,48115,48391
57,199,48115,48405
57,201,48115,48409
57,206,48115,48419
57,210,48115,48427
57,215,48115,48437
57,219,48115,48445
57,221,48115,48449
57,228,48115,48463
57,229,48115,48465
57,236,48115,48479
57,237,48115,48481
57,240,48115,48487
57,241,48115,48489
57,249,48115,48505
57,250,48115,48507
58,61,48117,48123
58,66,48117,48133
58,67,48117,48135
58,70,48117,48141
58,80,48117,48161
58,89,48117,48179
58,92,48117,48185
58,94,48117,48189
58,100,48117,48201
58,101,48117,48203
58,106,48117,48213
58,109,48117,48219
58,113,48117,48227
58,119,48117,48239
58,122,48117,48245
58,133,48117,48271
58,141,48117,48287
58,146,48117,48297
58,151,48117,48309
58,157,48117,48321
58,173,48117,48353
58,174,48117,48355
58,178,48117,48363
58,181,48117,48369
58,194,48117,48395
58,197,48117,48401
58,201,48117,48409
58,202,48117,48411
58,204,48117,48415
58,221,48117,48449
58,231,48117,48469
58,235,48117,48477
58,237,48117,48481
58,239,48117,48485
59,130,48119,48263
59,172,48119,48351
59,177,48119,48361
59,246,48119,48499
60,69,48121,48139
60,78,48121,48157
60,110,48121,48221
60,166,48121,48339
60,180,48121,48367
60,187,48121,48381
60,195,48121,48397
60,242,48121,48491
61,66,48123,48133
61,70,48123,48141
61,80,48123,48161
61,81,48123,48163
61,88,48123,48177
61,89,48123,48179
61,94,48123,48189
61,101,48123,48203
61,103,48123,48207
61,106,48123,48213
61,107,48123,48215
61,108,48123,48217
61,109,48123,48219
61,112,48123,48225
61,122,48123,48245
61,124,48123,48249
61,134,48123,48273
61,136,48123,48277
61,137,48123,48279
61,140,48123,48285
61,141,48123,48287
61,143,48123,48291
61,144,48123,48293
61,149,48123,48305
61,151,48123,48309
61,157,48123,48321
61,162,48123,48331
61,163,48123,48333
61,168,48123,48343
61,171,48123,48349
61,173,48123,48353
61,174,48123,48355
61,178,48123,48363
61,179,48123,48365
61,181,48123,48369
61,183,48123,48373
61,192,48123,48391
61,194,48123,48395
61,197,48123,48401
61,199,48123,48405
61,201,48123,48409
61,202,48123,48411
61,206,48123,48419
61,211,48123,48429
61,215,48123,48437
61,219,48123,48445
61,221,48123,48449
61,224,48123,48455
61,225,48123,48457
61,228,48123,48463
61,229,48123,48465
61,231,48123,48469
61,236,48123,48479
61,237,48123,48481
61,240,48123,48487
61,241,48123,48489
62,108,48125,48217
62,136,48125,48277
62,178,48125,48363
62,211,48125,48429
63,65,48127,48131
63,70,48127,48141
63,81,48127,48163
63,103,48127,48207
63,107,48127,48215
63,114,48127,48229
63,124,48127,48249
63,134,48127,48273
63,144,48127,48293
63,157,48127,48321
63,158,48127,48323
63,171,48127,48349
63,173,48127,48353
63,183,48127,48373
63,185,48127,48377
63,206,48127,48419
63,210,48127,48427
63,215,48127,48437
63,219,48127,48445
63,228,48127,48463
63,229,48127,48465
63,237,48127,48481
63,240,48127,48487
63,241,48127,48489
63,249,48127,48505
63,250,48127,48507
64,74,48129,48149
65,70,48131,48141
65,81,48131,48163
65,103,48131,48207
65,107,48131,48215
65,112,48131,48225
65,114,48131,48229
65,123,48131,48247
65,124,48131,48249
65,134,48131,48273
65,137,48131,48279
65,144,48131,48293
65,158,48131,48323
65,171,48131,48349
65,173,48131,48353
65,183,48131,48373
65,185,48131,48377
65,192,48131,48391
65,199,48131,48405
65,206,48131,48419
65,210,48131,48427
65,215,48131,48437
65,219,48131,48445
65,228,48131,48463
65,229,48131,48465
65,236,48131,48479
65,237,48131,48481
65,241,48131,48489
65,249,48131,48505
65,250,48131,48507
66,70,48133,48141
66,72,48133,48145
66,80,48133,48161
66,81,48133,48163
66,89,48133,48179
66,92,48133,48185
66,94,48133,48189
66,101,48133,48203
66,106,48133,48213
66,107,48133,48215
66,109,48133,48219
66,112,48133,48225
66,113,48133,48227
66,118,48133,48237
66,122,48133,48245
66,124,48133,48249
66,127,48133,48255
66,134,48133,48273
66,139,48133,48283
66,143,48133,48291
66,144,48133,48293
66,151,48133,48309
66,153,48133,48313
66,157,48133,48321
66,173,48133,48353
66,174,48133,48355
66,178,48133,48363
66,183,48133,48373
66,194,48133,48395
66,197,48133,48401
66,199,48133,48405
66,201,48133,48409
66,202,48133,48411
66,224,48133,48455
66,225,48133,48457
66,229,48133,48465
66,231,48133,48469
